x,y,w_xx_fd,w_xy_fd,w_yy_fd
0.0,0.0,,,
0.0037974685053282146,0.0,,,
0.007594937010656429,0.0,,,
0.011392405515984643,0.0,,,
0.015189874021312859,0.0,,,
0.018987342526641072,0.0,,,
0.022784811031969287,0.0,,,
0.026582279537297502,0.0,,,
0.030379748042625717,0.0,,,
0.03417721654795393,0.0,,,
0.037974685053282144,0.0,,,
0.04177215355861036,0.0,,,
0.045569622063938574,0.0,,,
0.04936709056926679,0.0,,,
0.053164559074595004,0.0,,,
0.05696202757992322,0.0,,,
0.060759496085251434,0.0,,,
0.06455696459057965,0.0,,,
0.06835443309590786,0.0,,,
0.07215190160123608,0.0,,,
0.07594937010656429,0.0,,,
0.07974683861189251,0.0,,,
0.08354430711722072,0.0,,,
0.08734177562254894,0.0,,,
0.09113924412787715,0.0,,,
0.09493671263320537,0.0,,,
0.09873418113853358,0.0,,,
0.1025316496438618,0.0,,,
0.10632911814919001,0.0,,,
0.11012658665451823,0.0,,,
0.11392405515984644,0.0,,,
0.11772152366517466,0.0,,,
0.12151899217050287,0.0,,,
0.12531646067583108,0.0,,,
0.1291139291811593,0.0,,,
0.13291139768648752,0.0,,,
0.13670886619181571,0.0,,,
0.14050633469714394,0.0,,,
0.14430380320247216,0.0,,,
0.14810127170780038,0.0,,,
0.15189874021312857,0.0,,,
0.1556962087184568,0.0,,,
0.15949367722378502,0.0,,,
0.16329114572911324,0.0,,,
0.16708861423444143,0.0,,,
0.17088608273976966,0.0,,,
0.17468355124509788,0.0,,,
0.1784810197504261,0.0,,,
0.1822784882557543,0.0,,,
0.18607595676108252,0.0,,,
0.18987342526641074,0.0,,,
0.19367089377173893,0.0,,,
0.19746836227706716,0.0,,,
0.20126583078239538,0.0,,,
0.2050632992877236,0.0,,,
0.2088607677930518,0.0,,,
0.21265823629838002,0.0,,,
0.21645570480370824,0.0,,,
0.22025317330903646,0.0,,,
0.22405064181436465,0.0,,,
0.22784811031969288,0.0,,,
0.2316455788250211,0.0,,,
0.23544304733034932,0.0,,,
0.23924051583567751,0.0,,,
0.24303798434100574,0.0,,,
0.24683545284633396,0.0,,,
0.25063292135166215,0.0,,,
0.2544303898569904,0.0,,,
0.2582278583623186,0.0,,,
0.2620253268676468,0.0,,,
0.26582279537297504,0.0,,,
0.26962026387830323,0.0,,,
0.27341773238363143,0.0,,,
0.2772152008889597,0.0,,,
0.2810126693942879,0.0,,,
0.2848101378996161,0.0,,,
0.2886076064049443,0.0,,,
0.2924050749102725,0.0,,,
0.29620254341560076,0.0,,,
0.30000001192092896,0.0,,,
0.0,0.012050025070769877,,,
0.0037974685053282146,0.012050025070769877,0.0,0.0,-1.654757912200892
0.007594937010656429,0.012050025070769877,0.0,0.0,-1.654757912200892
0.011392405515984643,0.012050025070769877,0.0,1.312708341102632,-1.654757912200892
0.015189874021312859,0.012050025070769877,0.0,1.312708341102632,0.0
0.018987342526641072,0.012050025070769877,0.0,0.0,0.0
0.022784811031969287,0.012050025070769877,0.0,0.0,0.0
0.026582279537297502,0.012050025070769877,0.0,0.0,0.0
0.030379748042625717,0.012050025070769877,0.0,0.0,0.0
0.03417721654795393,0.012050025070769877,0.0,0.0,0.0
0.037974685053282144,0.012050025070769877,0.0,0.0,0.0
0.04177215355861036,0.012050025070769877,20.96400067801558,-146.3823636692148,0.0
0.045569622063938574,0.012050025070769877,-20.96400067801558,0.0,-184.5248993274763
0.04936709056926679,0.012050025070769877,0.0,146.3823636692148,0.0
0.053164559074595004,0.012050025070769877,0.0,0.0,0.0
0.05696202757992322,0.012050025070769877,0.0,0.0,0.0
0.060759496085251434,0.012050025070769877,0.0,0.0,0.0
0.06455696459057965,0.012050025070769877,0.0,0.0,0.0
0.06835443309590786,0.012050025070769877,0.0,0.0,0.0
0.07215190160123608,0.012050025070769877,20.954761409717396,0.0,0.0
0.07594937010656429,0.012050025070769877,-20.954761409717396,0.0,0.0
0.07974683861189251,0.012050025070769877,0.0,0.0,0.0
