x,y,w_true
0.2088607677930518,0.012050025070769877,0.0006056110723875463
0.21265823629838002,0.012050025070769877,0.0006056110723875463
0.21645570480370824,0.012050025070769877,0.0006056110723875463
0.22025317330903646,0.012050025070769877,0.0006056110723875463
0.22405064181436465,0.012050025070769877,0.0006056110723875463
0.22784811031969288,0.012050025070769877,0.0009077897993847728
0.2316455788250211,0.012050025070769877,0.0009077897993847728
0.23544304733034932,0.012050025070769877,0.0009077897993847728
0.23924051583567751,0.012050025070769877,0.0009077897993847728
0.24303798434100574,0.012050025070769877,0.0009077897993847728
0.24683545284633396,0.012050025070769877,0.0009077897993847728
0.25063292135166215,0.012050025070769877,0.0009077897993847728
0.2544303898569904,0.012050025070769877,0.0009077897993847728
0.2582278583623186,0.012050025070769877,0.0012101080501452088
0.2620253268676468,0.012050025070769877,0.0012101080501452088
0.26582279537297504,0.012050025070769877,0.0012101080501452088
0.26962026387830323,0.012050025070769877,0.0012101080501452088
0.27341773238363143,0.012050025070769877,0.0012101080501452088
0.2772152008889597,0.012050025070769877,0.0012101080501452088
0.2810126693942879,0.012050025070769877,0.0012101080501452088
0.2848101378996161,0.012050025070769877,0.0012101080501452088
0.2886076064049443,0.012050025070769877,0.0014784210361540318
0.2924050749102725,0.012050025070769877,0.0014784210361540318
0.29620254341560076,0.012050025070769877,0.0014784210361540318
0.30000001192092896,0.012050025070769877,0.0014784210361540318
0.0,0.024100050141539753,-0.0014475439675152302
0.0037974685053282146,0.024100050141539753,-0.0014475439675152302
0.007594937010656429,0.024100050141539753,-0.0014475439675152302
0.011392405515984643,0.024100050141539753,-0.0014475439675152302
0.015189874021312859,0.024100050141539753,-0.001207267981953919
0.018987342526641072,0.024100050141539753,-0.001207267981953919
0.022784811031969287,0.024100050141539753,-0.001207267981953919
0.026582279537297502,0.024100050141539753,-0.001207267981953919
0.030379748042625717,0.024100050141539753,-0.001207267981953919
0.03417721654795393,0.024100050141539753,-0.001207267981953919
0.037974685053282144,0.024100050141539753,-0.001207267981953919
0.04177215355861036,0.024100050141539753,-0.001207267981953919
0.045569622063938574,0.024100050141539753,-0.027698539197444916
0.04936709056926679,0.024100050141539753,-0.000904951011762023
0.053164559074595004,0.024100050141539753,-0.000904951011762023
0.05696202757992322,0.024100050141539753,-0.000904951011762023
0.060759496085251434,0.024100050141539753,-0.000904951011762023
0.06455696459057965,0.024100050141539753,-0.000904951011762023
0.06835443309590786,0.024100050141539753,-0.000904951011762023
0.07215190160123608,0.024100050141539753,-0.000904951011762023
0.07594937010656429,0.024100050141539753,-0.0006027672789059579
0.07974683861189251,0.024100050141539753,-0.0006027672789059579
0.08354430711722072,0.024100050141539753,-0.0006027672789059579
0.08734177562254894,0.024100050141539753,-0.0006027672789059579
0.09113924412787715,0.024100050141539753,-0.0006027672789059579
0.09493671263320537,0.024100050141539753,-0.0006027672789059579
0.09873418113853358,0.024100050141539753,-0.0006027672789059579
0.1025316496438618,0.024100050141539753,-0.0006027672789059579
0.10632911814919001,0.024100050141539753,-0.00030065811006352305
0.11012658665451823,0.024100050141539753,-0.00030065811006352305
0.11392405515984644,0.024100050141539753,-0.00030065811006352305
0.11772152366517466,0.024100050141539753,-0.00030065811006352305
0.12151899217050287,0.024100050141539753,-0.00030065811006352305
0.12531646067583108,0.024100050141539753,-0.00030065811006352305
0.1291139291811593,0.024100050141539753,-0.00030065811006352305
0.13291139768648752,0.024100050141539753,-0.00030065811006352305
0.13670886619181571,0.024100050141539753,1.4198450344338198e-06
0.14050633469714394,0.024100050141539753,1.4198450344338198e-06
0.14430380320247216,0.024100050141539753,1.4198450344338198e-06
0.14810127170780038,0.024100050141539753,1.4198450344338198e-06
0.15189874021312857,0.024100050141539753,1.4198450344338198e-06
0.1556962087184568,0.024100050141539753,1.4198450344338198e-06
0.15949367722378502,0.024100050141539753,1.4198450344338198e-06
0.16329114572911324,0.024100050141539753,1.4198450344338198e-06
0.16708861423444143,0.024100050141539753,0.0003034975961782038
0.17088608273976966,0.024100050141539753,0.0003034975961782038
0.17468355124509788,0.024100050141539753,0.0003034975961782038
0.1784810197504261,0.024100050141539753,0.0003034975961782038
0.1822784882557543,0.024100050141539753,0.0003034975961782038
0.18607595676108252,0.024100050141539753,0.0003034975961782038
0.18987342526641074,0.024100050141539753,0.0003034975961782038
0.19367089377173893,0.024100050141539753,0.0003034975961782038
0.19746836227706716,0.024100050141539753,0.0006056110723875463
0.20126583078239538,0.024100050141539753,0.0006056110723875463
0.2050632992877236,0.024100050141539753,0.0006056110723875463
0.2088607677930518,0.024100050141539753,0.0006056110723875463
0.21265823629838002,0.024100050141539753,0.0006056110723875463
0.21645570480370824,0.024100050141539753,0.0006056110723875463
0.22025317330903646,0.024100050141539753,0.0006056110723875463
0.22405064181436465,0.024100050141539753,0.0006056110723875463
0.22784811031969288,0.024100050141539753,0.0009077897993847728
0.2316455788250211,0.024100050141539753,0.0009077897993847728
0.23544304733034932,0.024100050141539753,0.0009077897993847728
0.23924051583567751,0.024100050141539753,0.0009077897993847728
0.24303798434100574,0.024100050141539753,0.0009077897993847728
0.24683545284633396,0.024100050141539753,0.0009077897993847728
0.25063292135166215,0.024100050141539753,0.0009077897993847728
0.2544303898569904,0.024100050141539753,0.0009077897993847728
0.2582278583623186,0.024100050141539753,0.0012101080501452088
0.2620253268676468,0.024100050141539753,0.0012101080501452088
0.26582279537297504,0.024100050141539753,0.0012101080501452088
0.26962026387830323,0.024100050141539753,0.0012101080501452088
0.27341773238363143,0.024100050141539753,0.0012101080501452088
0.2772152008889597,0.024100050141539753,0.0014784210361540318
0.2810126693942879,0.024100050141539753,0.0014784210361540318
0.2848101378996161,0.024100050141539753,0.0014784210361540318
0.2886076064049443,0.024100050141539753,0.0014784210361540318
0.2924050749102725,0.024100050141539753,0.0014784210361540318
0.29620254341560076,0.024100050141539753,0.0014784210361540318
0.30000001192092896,0.024100050141539753,0.0014784210361540318
0.0,0.03615007521230963,-0.0014475439675152302
0.0037974685053282146,0.03615007521230963,-0.0014475439675152302
0.007594937010656429,0.03615007521230963,-0.0014475439675152302
0.011392405515984643,0.03615007521230963,-0.0014475439675152302
0.015189874021312859,0.03615007521230963,-0.001166517031379044
0.018987342526641072,0.03615007521230963,-0.001166517031379044
0.022784811031969287,0.03615007521230963,-0.001166517031379044
0.026582279537297502,0.03615007521230963,-0.001166517031379044
0.030379748042625717,0.03615007521230963,-0.001166517031379044
0.03417721654795393,0.03615007521230963,-0.001166517031379044
0.037974685053282144,0.03615007521230963,-0.001166517031379044
